,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmountPredictionByModel,TotalAmount_Original
75567,ORD0075568,30-09-2023,CUST009074,Vivaan Kumar,P00044,Power Bank 20000mAh,Electronics,Zenith,5,325.34,0.1,175.68,4.21,1643.92,Net Banking,Delivered,Chicago,IL,Australia,SELL01412,1644.4114,1643.92
97445,ORD0097446,01-02-2020,CUST003536,Aditya Kumar,P00048,Wireless Charger,Electronics,HomeEase,1,210.27,0,16.82,13.55,240.64,Credit Card,Returned,San Diego,CA,United Kingdom,SELL00665,240.5492,240.64
509,ORD0000510,29-05-2020,CUST042507,Ritika Mehta,P00025,Running Shoes,Home & Kitchen,UrbanStyle,3,86.48,0.05,12.32,3.55,262.34,Net Banking,Delivered,San Jose,CA,United States,SELL01094,263.8163,262.34
57883,ORD0057884,05-02-2020,CUST022146,Priya Kumar,P00031,Kids Toy Car,Home & Kitchen,UrbanStyle,1,447.16,0,0,14.03,461.19,Credit Card,Delivered,Charlotte,NC,United States,SELL01816,459.6183,461.19
42052,ORD0042053,18-11-2021,CUST036354,Priya Reddy,P00024,Yoga Mat,Sports & Outdoors,CoreTech,1,429.52,0.2,27.49,6.74,377.85,Debit Card,Delivered,Jacksonville,FL,United Kingdom,SELL01863,378.7829,377.85
90156,ORD0090157,16-10-2021,CUST029416,Sunita Mehta,P00047,Memory Card 128GB,Sports & Outdoors,FitLife,5,28.44,0.05,24.32,12.45,171.86,Credit Card,Delivered,Columbus,OH,United States,SELL01580,169.3033,171.86
24209,ORD0024210,14-06-2023,CUST033525,Aarav Singh,P00002,Bluetooth Speaker,Clothing,BrightLux,5,290.12,0.05,165.37,6.48,1549.92,Debit Card,Shipped,Philadelphia,PA,United States,SELL00228,1551.7755,1549.92
15555,ORD0015556,14-10-2022,CUST017573,Aarav Patel,P00016,Air Fryer,Books,NexPro,2,87.18,0,13.95,4.61,192.92,Debit Card,Delivered,New York,NY,United States,SELL01574,192.5404,192.92
89180,ORD0089181,19-12-2024,CUST002481,Karan Singh,P00003,Smartphone Case,Sports & Outdoors,UrbanStyle,5,63.67,0,0,10.37,328.72,Credit Card,Delivered,Chicago,IL,United States,SELL01265,327.5093,328.72
34458,ORD0034459,28-10-2022,CUST030552,Ritika Verma,P00013,Action Camera,Sports & Outdoors,Zenith,4,93.34,0,44.8,6.01,424.17,UPI,Delivered,San Diego,CA,United States,SELL00890,423.0388,424.17
85899,ORD0085900,21-09-2024,CUST009921,Sunita Sharma,P00033,Puzzle 1000pc,Sports & Outdoors,NexPro,1,324.83,0.25,0,5.9,249.52,UPI,Delivered,Jacksonville,FL,United States,SELL00167,247.4707,249.52
84855,ORD0084856,05-05-2023,CUST031527,Ritika Gupta,P00019,LED Desk Lamp,Toys & Games,KiddoFun,1,278.76,0,33.45,0.13,312.34,Net Banking,Shipped,Washington,DC,Canada,SELL00347,313.6205,312.34
67362,ORD0067363,07-10-2022,CUST032837,Karan Kumar,P00032,Board Game,Books,FitLife,2,212.49,0.05,32.3,13.84,449.87,UPI,Delivered,Fort Worth,TX,United States,SELL00016,447.0549,449.87
73443,ORD0073444,02-01-2024,CUST040267,Ritika Verma,P00048,Wireless Charger,Sports & Outdoors,ReadMore,1,410.3,0,73.85,11.95,496.1,Credit Card,Delivered,Washington,DC,United States,SELL01208,496.6426,496.1
34539,ORD0034540,15-06-2021,CUST015426,Sahil Kapoor,P00024,Yoga Mat,Electronics,Zenith,2,579.59,0.2,74.19,13.48,1015.01,Credit Card,Delivered,Denver,CO,Canada,SELL01164,1014.6934,1015.01
65212,ORD0065213,29-12-2022,CUST039946,Aditya Patel,P00030,Dress Shirt,Clothing,CoreTech,1,38.27,0,3.06,2.77,44.1,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01401,43.8796,44.1
63165,ORD0063166,28-12-2022,CUST035078,Priya Gupta,P00013,Action Camera,Books,FitLife,5,586.52,0.05,0,6.65,2792.62,Amazon Pay,Delivered,Washington,DC,United States,SELL00559,2799.4021,2792.62
45367,ORD0045368,16-11-2021,CUST027477,Vikas Kapoor,P00007,Mechanical Keyboard,Books,BrightLux,3,259.78,0,93.52,1.68,874.54,Credit Card,Pending,Indianapolis,IN,India,SELL00276,875.3938,874.54
69306,ORD0069307,23-10-2021,CUST040825,Vikas Kapoor,P00049,Children's Book,Clothing,Zenith,3,468.91,0.1,63.3,5.42,1334.78,Net Banking,Delivered,San Francisco,CA,India,SELL00359,1334.8082,1334.78
46117,ORD0046118,21-10-2022,CUST010283,Karan Mehta,P00039,Graphic Tablet,Home & Kitchen,Apex,3,67.77,0,10.17,9.69,223.17,Amazon Pay,Shipped,Washington,DC,India,SELL01599,222.1723,223.17
31514,ORD0031515,22-03-2021,CUST024430,Ritika Sharma,P00016,Air Fryer,Sports & Outdoors,KiddoFun,3,474.88,0.05,162.41,10.38,1526.2,Debit Card,Returned,Los Angeles,CA,United States,SELL00246,1525.9002,1526.2
21192,ORD0021193,19-06-2021,CUST038628,Aman Verma,P00005,Laptop Sleeve,Sports & Outdoors,UrbanStyle,4,401.6,0.2,102.81,7.96,1395.89,UPI,Delivered,San Antonio,TX,India,SELL01384,1396.1594,1395.89
3746,ORD0003747,07-07-2024,CUST038409,Aman Verma,P00042,Projector Mini,Toys & Games,Zenith,5,262.64,0,157.58,3.37,1474.15,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL01209,1475.2578,1474.15
94300,ORD0094301,18-02-2021,CUST044684,Sunita Patel,P00001,Wireless Earbuds,Home & Kitchen,ReadMore,2,103.76,0,16.6,0.52,224.64,Credit Card,Pending,Jacksonville,FL,Australia,SELL01781,224.401,224.64
51666,ORD0051667,16-08-2020,CUST003523,Sneha Gupta,P00040,Microphone,Clothing,Apex,4,147.09,0.05,44.72,11.82,615.48,Amazon Pay,Delivered,Charlotte,NC,India,SELL00132,613.3686,615.48
83729,ORD0083730,06-10-2023,CUST011648,Simran Sharma,P00049,Children's Book,Home & Kitchen,KiddoFun,3,83.19,0,29.95,10.38,289.9,Amazon Pay,Shipped,San Jose,CA,United States,SELL00106,289.7907,289.9
6993,ORD0006994,16-10-2024,CUST043515,Rohit Verma,P00017,Electric Kettle,Toys & Games,Apex,3,594.79,0,214.12,2.26,2000.75,Debit Card,Delivered,San Jose,CA,India,SELL00888,2002.7201,2000.75
48373,ORD0048374,01-09-2021,CUST034973,Karan Reddy,P00023,Cookware Set,Sports & Outdoors,KiddoFun,2,268.38,0,0,9.62,546.38,Net Banking,Delivered,Columbus,OH,United Kingdom,SELL00404,545.4831,546.38
94444,ORD0094445,05-04-2024,CUST013809,Sneha Singh,P00034,Desk Organizer,Home & Kitchen,UrbanStyle,5,178.38,0.1,40.14,2.17,845.02,Credit Card,Delivered,Seattle,WA,United States,SELL00545,847.6152,845.02
70692,ORD0070693,28-06-2024,CUST043656,Ritika Verma,P00028,Jeans,Sports & Outdoors,UrbanStyle,4,351.57,0,253.13,8.75,1668.16,Debit Card,Delivered,Dallas,TX,India,SELL01904,1668.3,1668.16
73789,ORD0073790,20-07-2023,CUST021852,Vivaan Verma,P00028,Jeans,Electronics,Apex,3,16.84,0,9.09,2.04,61.65,Credit Card,Delivered,Jacksonville,FL,India,SELL00308,61.7231,61.65
1217,ORD0001218,15-03-2020,CUST006775,Sahil Mehta,P00009,Portable SSD 1TB,Clothing,BrightLux,2,174.92,0.15,14.87,2.51,314.74,Credit Card,Delivered,Indianapolis,IN,United States,SELL00967,315.962,314.74
6990,ORD0006991,06-12-2022,CUST020639,Sunita Kapoor,P00049,Children's Book,Toys & Games,HomeEase,3,266.8,0.15,0,3.67,684.01,Debit Card,Delivered,Washington,DC,United States,SELL01184,686.1738,684.01
45971,ORD0045972,01-12-2024,CUST034850,Vikas Kapoor,P00030,Dress Shirt,Toys & Games,BrightLux,4,575.64,0,184.2,7.67,2494.43,UPI,Delivered,Columbus,OH,United States,SELL01033,2494.1414,2494.43
27786,ORD0027787,12-10-2022,CUST034305,Ritika Mehta,P00041,Webcam Full HD,Toys & Games,KiddoFun,2,430.76,0.2,55.14,4.55,748.91,Credit Card,Delivered,Indianapolis,IN,United States,SELL01819,751.9149,748.91
17610,ORD0017611,02-08-2020,CUST018032,Simran Sharma,P00041,Webcam Full HD,Electronics,ReadMore,1,388.04,0.1,27.94,10.52,387.7,Debit Card,Delivered,Jacksonville,FL,India,SELL01412,387.2881,387.7
36623,ORD0036624,24-10-2023,CUST012123,Simran Mehta,P00041,Webcam Full HD,Electronics,Apex,2,413.73,0,66.2,9.09,902.75,UPI,Delivered,Jacksonville,FL,India,SELL01377,903.5886,902.75
28908,ORD0028909,08-10-2023,CUST016993,Arjun Patel,P00028,Jeans,Books,HomeEase,3,576.2,0.2,165.95,10.35,1559.18,UPI,Delivered,Philadelphia,PA,United States,SELL00803,1558.4045,1559.18
11079,ORD0011080,25-07-2024,CUST036619,Vihaan Singh,P00045,Phone Tripod,Electronics,HomeEase,1,424.61,0,33.97,10,468.58,Credit Card,Pending,New York,NY,United States,SELL00257,469.28,468.58
32585,ORD0032586,03-09-2023,CUST033411,Vihaan Mehta,P00024,Yoga Mat,Clothing,Zenith,3,420.79,0.25,75.74,9.96,1032.48,Credit Card,Delivered,Seattle,WA,United Kingdom,SELL01283,1032.927,1032.48
17005,ORD0017006,18-01-2024,CUST001628,Ritika Reddy,P00021,Backpack,Home & Kitchen,UrbanStyle,1,103.47,0,12.42,12.08,127.97,Amazon Pay,Returned,San Francisco,CA,United States,SELL01451,127.5556,127.97
63377,ORD0063378,19-07-2022,CUST013285,Simran Singh,P00006,Gaming Mouse,Toys & Games,HomeEase,5,392.64,0.15,133.5,4.38,1806.6,UPI,Shipped,Dallas,TX,United Kingdom,SELL00968,1805.589,1806.6
29134,ORD0029135,19-04-2022,CUST026368,Anjali Gupta,P00010,Smartwatch,Toys & Games,CoreTech,5,383.99,0,0,8.46,1928.41,Debit Card,Delivered,Chicago,IL,United States,SELL00751,1928.0142,1928.41
88111,ORD0088112,06-01-2020,CUST026584,Simran Mehta,P00010,Smartwatch,Toys & Games,FitLife,4,232.67,0.15,94.93,12.59,898.6,Debit Card,Delivered,Phoenix,AZ,Canada,SELL01092,897.913,898.6
93625,ORD0093626,27-12-2020,CUST017355,Anjali Singh,P00045,Phone Tripod,Electronics,UrbanStyle,3,296.53,0.2,35.58,9.85,757.1,Credit Card,Delivered,Phoenix,AZ,United States,SELL01368,755.7948,757.1
46605,ORD0046606,30-01-2021,CUST038275,Vivaan Reddy,P00042,Projector Mini,Toys & Games,NexPro,4,53.46,0.1,23.09,9.59,225.14,Credit Card,Delivered,San Diego,CA,India,SELL00491,225.171,225.14
76475,ORD0076476,05-08-2023,CUST035469,Simran Patel,P00001,Wireless Earbuds,Sports & Outdoors,FitLife,4,294.03,0.15,119.96,0.57,1120.23,Debit Card,Delivered,Philadelphia,PA,United States,SELL01459,1123.4894,1120.23
1979,ORD0001980,17-02-2023,CUST018741,Simran Reddy,P00024,Yoga Mat,Toys & Games,Apex,4,192.81,0.15,52.44,11,718.99,Debit Card,Shipped,Philadelphia,PA,United States,SELL01780,714.1347,718.99
38263,ORD0038264,31-12-2023,CUST036242,Aarav Sharma,P00025,Running Shoes,Electronics,CoreTech,4,411.95,0.05,78.27,9.91,1653.59,Credit Card,Shipped,Washington,DC,United States,SELL01540,1654.5171,1653.59
41526,ORD0041527,26-10-2022,CUST008473,Karan Verma,P00050,Novel Bestseller,Sports & Outdoors,Zenith,5,590.84,0.1,319.05,4.33,2982.16,Credit Card,Delivered,Washington,DC,Australia,SELL00823,2981.743,2982.16
24687,ORD0024688,17-12-2021,CUST041007,Sunita Sharma,P00039,Graphic Tablet,Electronics,UrbanStyle,4,502.26,0.1,144.65,3.11,1955.9,Debit Card,Delivered,Washington,DC,India,SELL00056,1959.4357,1955.9
5217,ORD0005218,16-07-2024,CUST023008,Mohit Patel,P00040,Microphone,Toys & Games,NexPro,3,125.08,0.05,42.78,14.3,413.56,Credit Card,Delivered,San Francisco,CA,United States,SELL01192,412.9278,413.56
87309,ORD0087310,02-01-2023,CUST032868,Sneha Verma,P00019,LED Desk Lamp,Toys & Games,FitLife,5,378.73,0.15,128.77,1.9,1740.27,Net Banking,Delivered,Denver,CO,United States,SELL00609,1742.6376,1740.27
27266,ORD0027267,06-12-2023,CUST015712,Sunita Verma,P00041,Webcam Full HD,Electronics,Apex,3,383.02,0,91.92,14.5,1255.48,Amazon Pay,Delivered,Columbus,OH,United States,SELL01847,1253.3159,1255.48
61555,ORD0061556,13-02-2020,CUST032587,Anjali Reddy,P00045,Phone Tripod,Electronics,BrightLux,4,147.95,0.05,28.11,1.4,591.72,Credit Card,Delivered,San Francisco,CA,United States,SELL00805,592.0008,591.72
80479,ORD0080480,10-09-2024,CUST015189,Arjun Patel,P00018,Vacuum Cleaner,Home & Kitchen,NexPro,1,517.53,0.05,59,0.19,550.84,Debit Card,Shipped,Seattle,WA,United States,SELL01815,552.8446,550.84
33067,ORD0033068,01-04-2020,CUST044172,Aarav Kumar,P00010,Smartwatch,Clothing,NexPro,4,585.78,0.2,149.96,9.17,2033.63,Credit Card,Delivered,New York,NY,United States,SELL00584,2030.7398,2033.63
43330,ORD0043331,26-07-2022,CUST027605,Aditya Joshi,P00027,Winter Jacket,Sports & Outdoors,BrightLux,3,469.62,0.15,0,6.05,1203.58,Cash on Delivery,Pending,Los Angeles,CA,United States,SELL00768,1203.9647,1203.58
80384,ORD0080385,23-09-2024,CUST018160,Sneha Mehta,P00025,Running Shoes,Books,FitLife,3,581.36,0.05,132.55,4.55,1793.98,UPI,Delivered,Columbus,OH,India,SELL01220,1795.1003,1793.98
5077,ORD0005078,19-12-2020,CUST023507,Vihaan Mehta,P00018,Vacuum Cleaner,Clothing,UrbanStyle,5,499.2,0,124.8,8.51,2629.31,Credit Card,Delivered,Indianapolis,IN,United Kingdom,SELL01687,2629.8207,2629.31
88445,ORD0088446,29-09-2020,CUST013427,Pooja Sharma,P00014,Drone Mini,Clothing,UrbanStyle,2,357.71,0,35.77,11.8,762.99,Credit Card,Delivered,Columbus,OH,United States,SELL00183,762.3736,762.99
33284,ORD0033285,21-01-2020,CUST042138,Arjun Kapoor,P00001,Wireless Earbuds,Books,ReadMore,3,206.9,0.05,29.48,12.9,632.04,Net Banking,Shipped,San Diego,CA,United States,SELL01554,629.8629,632.04
93491,ORD0093492,27-10-2023,CUST037294,Karan Kumar,P00005,Laptop Sleeve,Electronics,KiddoFun,1,265.61,0,21.25,1.41,288.27,Debit Card,Shipped,Dallas,TX,India,SELL01952,289.4782,288.27
62094,ORD0062095,06-02-2020,CUST043350,Sunita Reddy,P00026,Sunglasses,Home & Kitchen,BrightLux,4,53.36,0,17.08,0.66,231.18,Credit Card,Delivered,Charlotte,NC,United States,SELL00077,232.1667,231.18
16838,ORD0016839,14-02-2022,CUST019365,Anjali Gupta,P00017,Electric Kettle,Toys & Games,FitLife,2,505.45,0,121.31,12,1144.21,Amazon Pay,Delivered,Dallas,TX,United States,SELL00204,1142.2397,1144.21
20351,ORD0020352,25-03-2020,CUST005447,Simran Kapoor,P00003,Smartphone Case,Electronics,ReadMore,4,326.75,0,65.35,4.73,1377.08,Credit Card,Delivered,Philadelphia,PA,United States,SELL01639,1378.1676,1377.08
71706,ORD0071707,23-11-2021,CUST025788,Mohit Patel,P00043,HDMI Cable 2m,Electronics,FitLife,4,222.4,0,71.17,9.74,970.51,Credit Card,Shipped,Houston,TX,United States,SELL00269,968.8173,970.51
16363,ORD0016364,27-07-2020,CUST033561,Sunita Sharma,P00046,Car Charger,Toys & Games,NexPro,1,91.09,0.1,9.84,14.82,106.64,Debit Card,Delivered,Phoenix,AZ,United States,SELL01348,106.1586,106.64
80300,ORD0080301,11-12-2023,CUST037332,Arjun Mehta,P00019,LED Desk Lamp,Toys & Games,NexPro,5,227.62,0.2,72.84,6.78,990.1,UPI,Delivered,San Jose,CA,United Kingdom,SELL01461,988.481,990.1
82674,ORD0082675,02-02-2021,CUST036966,Sahil Sharma,P00044,Power Bank 20000mAh,Home & Kitchen,BrightLux,3,382.87,0.05,87.29,7.29,1185.76,Amazon Pay,Delivered,San Jose,CA,United States,SELL01461,1185.9031,1185.76
88307,ORD0088308,30-10-2020,CUST003735,Simran Joshi,P00023,Cookware Set,Electronics,ReadMore,4,50.12,0,0,6.4,206.88,Credit Card,Returned,Chicago,IL,United States,SELL01578,206.3317,206.88
17434,ORD0017435,27-09-2021,CUST020576,Neha Patel,P00003,Smartphone Case,Toys & Games,CoreTech,5,23.14,0.15,11.8,9.51,119.66,Net Banking,Delivered,Indianapolis,IN,United States,SELL01151,116.9687,119.66
52403,ORD0052404,07-11-2022,CUST037127,Rohit Kapoor,P00032,Board Game,Sports & Outdoors,Zenith,4,98.51,0.1,28.37,6.55,389.56,Amazon Pay,Delivered,New York,NY,India,SELL01847,390.1088,389.56
93300,ORD0093301,01-01-2020,CUST000211,Mohit Sharma,P00026,Sunglasses,Books,UrbanStyle,1,189.12,0,34.04,10.51,233.67,Credit Card,Delivered,Columbus,OH,United States,SELL00438,233.3126,233.67
20527,ORD0020528,26-08-2024,CUST024207,Neha Mehta,P00022,Water Bottle,Toys & Games,Zenith,1,71.84,0,5.75,7.93,85.52,Cash on Delivery,Delivered,Washington,DC,United States,SELL01225,85.0701,85.52
87724,ORD0087725,07-11-2020,CUST036839,Aditya Kapoor,P00006,Gaming Mouse,Toys & Games,KiddoFun,3,42.42,0.05,6.04,7.63,134.57,Net Banking,Shipped,Houston,TX,United States,SELL01593,134.4276,134.57
79901,ORD0079902,13-05-2022,CUST027922,Simran Gupta,P00033,Puzzle 1000pc,Toys & Games,ReadMore,5,161.53,0.05,92.07,4.09,863.43,Net Banking,Shipped,Austin,TX,United States,SELL01796,863.674,863.43
83422,ORD0083423,24-03-2023,CUST026630,Vikas Kumar,P00044,Power Bank 20000mAh,Clothing,CoreTech,4,368.31,0,117.86,14.15,1605.25,Net Banking,Delivered,San Francisco,CA,United States,SELL00208,1601.3536,1605.25
882,ORD0000883,28-10-2022,CUST028263,Vikas Verma,P00048,Wireless Charger,Home & Kitchen,ReadMore,1,509,0.05,38.68,14.37,536.6,Credit Card,Delivered,Houston,TX,United States,SELL01677,534.4276,536.6
32330,ORD0032331,04-09-2020,CUST000916,Simran Patel,P00040,Microphone,Toys & Games,CoreTech,1,18.07,0,0,7.15,25.22,Net Banking,Cancelled,Chicago,IL,United States,SELL00998,25.3572,25.22
63132,ORD0063133,21-12-2022,CUST049797,Vivaan Sharma,P00013,Action Camera,Toys & Games,CoreTech,3,301.64,0.25,54.3,9.56,742.55,Net Banking,Shipped,San Antonio,TX,United States,SELL01011,741.2051,742.55
34864,ORD0034865,04-05-2022,CUST028874,Neha Reddy,P00008,4K Monitor,Toys & Games,HomeEase,1,532.56,0,42.6,14.09,589.25,Credit Card,Delivered,Indianapolis,IN,United States,SELL00929,588.8684,589.25
60147,ORD0060148,31-07-2024,CUST002133,Sahil Kumar,P00011,Fitness Band,Toys & Games,NexPro,3,465.92,0.3,78.27,6.44,1063.14,Debit Card,Delivered,Los Angeles,CA,India,SELL01245,1061.1239,1063.14
1353,ORD0001354,04-01-2024,CUST045189,Sunita Verma,P00038,External HDD 2TB,Sports & Outdoors,BrightLux,3,22.85,0.1,4.94,9.35,75.99,UPI,Delivered,Seattle,WA,India,SELL01369,77.0047,75.99
31985,ORD0031986,26-09-2022,CUST000200,Pooja Joshi,P00041,Webcam Full HD,Books,BrightLux,3,95.2,0.05,13.57,4.04,288.93,Amazon Pay,Delivered,New York,NY,United Kingdom,SELL01917,290.8932,288.93
41099,ORD0041100,29-10-2022,CUST027273,Vikas Sharma,P00026,Sunglasses,Sports & Outdoors,BrightLux,5,308.49,0,77.12,4.75,1624.32,Credit Card,Shipped,Denver,CO,United States,SELL00639,1625.1654,1624.32
86958,ORD0086959,14-05-2024,CUST043149,Karan Mehta,P00028,Jeans,Sports & Outdoors,HomeEase,3,429.76,0,64.46,4.31,1358.05,Net Banking,Delivered,Houston,TX,Canada,SELL01785,1358.2411,1358.05
21377,ORD0021378,02-02-2021,CUST005295,Anjali Kapoor,P00036,Smart Light Bulb,Home & Kitchen,HomeEase,2,299.11,0.2,23.93,4.17,506.68,Net Banking,Delivered,San Jose,CA,United States,SELL00538,507.7718,506.68
17641,ORD0017642,10-04-2021,CUST005032,Mohit Sharma,P00033,Puzzle 1000pc,Sports & Outdoors,KiddoFun,4,144.79,0,46.33,6.5,631.99,Amazon Pay,Returned,San Diego,CA,India,SELL01097,632.344,631.99
69548,ORD0069549,16-02-2020,CUST042938,Arjun Gupta,P00013,Action Camera,Electronics,CoreTech,3,223.89,0,53.73,8.77,734.17,UPI,Delivered,Charlotte,NC,United States,SELL00782,734.4933,734.17
2223,ORD0002224,23-11-2021,CUST015109,Karan Kapoor,P00028,Jeans,Clothing,Apex,2,68.25,0,24.57,2.89,163.96,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01149,164.9858,163.96
26604,ORD0026605,10-11-2022,CUST034939,Ritika Sharma,P00023,Cookware Set,Electronics,FitLife,5,598.01,0.05,0,14.34,2854.89,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01385,2843.9298,2854.89
39660,ORD0039661,12-04-2022,CUST011784,Priya Mehta,P00002,Bluetooth Speaker,Clothing,ReadMore,3,19.06,0.25,2.14,8.89,53.91,Net Banking,Delivered,Austin,TX,United States,SELL00161,56.7581,53.91
22984,ORD0022985,01-10-2023,CUST034515,Rohit Kapoor,P00028,Jeans,Toys & Games,Zenith,2,230.85,0,23.08,11.92,496.7,Credit Card,Delivered,Dallas,TX,United States,SELL00502,495.6219,496.7
94361,ORD0094362,20-02-2021,CUST016529,Vihaan Joshi,P00011,Fitness Band,Electronics,HomeEase,2,42.85,0.15,3.64,7.13,83.62,Net Banking,Delivered,Fort Worth,TX,United States,SELL00716,84.1817,83.62
98394,ORD0098395,19-09-2024,CUST004562,Pooja Mehta,P00029,T-Shirt,Home & Kitchen,ReadMore,3,496.83,0.15,63.35,2.73,1333,Amazon Pay,Cancelled,Washington,DC,United States,SELL01074,1332.6035,1333
39262,ORD0039263,27-12-2020,CUST031180,Sahil Verma,P00010,Smartwatch,Sports & Outdoors,NexPro,5,507.53,0,456.78,11.27,3005.7,Credit Card,Delivered,Washington,DC,United Kingdom,SELL00719,3002.7474,3005.7
19394,ORD0019395,17-02-2023,CUST002576,Vikas Patel,P00042,Projector Mini,Clothing,BrightLux,4,598.63,0.05,181.98,7.33,2464.1,Credit Card,Shipped,Seattle,WA,United Kingdom,SELL01544,2462.7613,2464.1
2218,ORD0002219,04-05-2024,CUST015030,Ritika Singh,P00026,Sunglasses,Home & Kitchen,NexPro,1,309.89,0,37.19,4.36,351.44,Credit Card,Delivered,Seattle,WA,United Kingdom,SELL01519,352.1481,351.44
96033,ORD0096034,08-04-2024,CUST000672,Simran Verma,P00003,Smartphone Case,Clothing,ReadMore,2,115.06,0.15,15.65,8.27,219.52,Credit Card,Delivered,Seattle,WA,United States,SELL01960,219.9294,219.52
77736,ORD0077737,10-12-2020,CUST023719,Pooja Mehta,P00001,Wireless Earbuds,Books,KiddoFun,4,591.96,0.15,0,9.79,2022.45,Credit Card,Delivered,San Antonio,TX,United States,SELL00124,2015.0084,2022.45
68101,ORD0068102,04-07-2024,CUST031097,Sneha Singh,P00001,Wireless Earbuds,Books,Apex,3,335.86,0,50.38,0.98,1058.94,Credit Card,Delivered,Chicago,IL,United States,SELL01941,1060.8995,1058.94
32241,ORD0032242,14-12-2024,CUST003047,Simran Mehta,P00008,4K Monitor,Clothing,ReadMore,1,593.98,0.2,85.53,5.56,566.27,Credit Card,Delivered,San Francisco,CA,United States,SELL01187,566.6283,566.27
12181,ORD0012182,09-05-2023,CUST014853,Sneha Sharma,P00028,Jeans,Toys & Games,ReadMore,1,408.42,0,32.67,11.04,452.13,Credit Card,Delivered,Houston,TX,India,SELL00490,452.4067,452.13
80883,ORD0080884,13-05-2022,CUST027304,Simran Patel,P00026,Sunglasses,Sports & Outdoors,UrbanStyle,2,109.98,0,11,8.1,239.06,Credit Card,Delivered,Seattle,WA,United States,SELL01253,238.3031,239.06
11374,ORD0011375,20-08-2021,CUST035672,Sunita Kumar,P00040,Microphone,Home & Kitchen,CoreTech,5,34.25,0.2,6.85,0.5,144.35,Credit Card,Returned,New York,NY,United States,SELL00301,145.3634,144.35
55426,ORD0055427,22-07-2024,CUST028338,Kabir Kumar,P00007,Mechanical Keyboard,Home & Kitchen,FitLife,5,258.73,0.2,124.19,2.33,1161.44,Debit Card,Delivered,Jacksonville,FL,United States,SELL00117,1162.4431,1161.44
72440,ORD0072441,11-08-2023,CUST013866,Ritika Sharma,P00007,Mechanical Keyboard,Sports & Outdoors,ReadMore,4,520.36,0.1,93.66,10.22,1977.18,Credit Card,Delivered,San Antonio,TX,United States,SELL01189,1975.4843,1977.18
58970,ORD0058971,18-01-2023,CUST021849,Vihaan Sharma,P00022,Water Bottle,Books,NexPro,1,380.28,0.15,25.86,11.75,360.85,Credit Card,Shipped,Columbus,OH,United States,SELL00143,359.7894,360.85
27219,ORD0027220,24-07-2023,CUST049970,Pooja Kapoor,P00013,Action Camera,Books,HomeEase,3,370.02,0,133.21,14.98,1258.25,Credit Card,Delivered,Los Angeles,CA,United States,SELL00951,1256.096,1258.25
58584,ORD0058585,28-04-2023,CUST020686,Vikas Mehta,P00050,Novel Bestseller,Clothing,NexPro,5,154.93,0.15,52.68,0.41,711.54,Credit Card,Shipped,Jacksonville,FL,United States,SELL00461,710.8537,711.54
